Model,FPR,TPR
Logistic Regression,0.057115198451113264,0.34759358288770054
Logistic Regression,0.05808325266214908,0.34759358288770054
Logistic Regression,0.05808325266214908,0.35561497326203206
Logistic Regression,0.0590513068731849,0.35561497326203206
Logistic Regression,0.0590513068731849,0.3609625668449198
Logistic Regression,0.060019361084220714,0.3609625668449198
Logistic Regression,0.060019361084220714,0.3663101604278075
Logistic Regression,0.06098741529525654,0.3663101604278075
Logistic Regression,0.06098741529525654,0.3689839572192513
Logistic Regression,0.061955469506292354,0.3689839572192513
Logistic Regression,0.061955469506292354,0.3770053475935829
Logistic Regression,0.06292352371732816,0.3770053475935829
Logistic Regression,0.06292352371732816,0.38235294117647056
Logistic Regression,0.06389157792836399,0.38235294117647056
Logistic Regression,0.06389157792836399,0.3850267379679144
Logistic Regression,0.06582768635043562,0.3850267379679144
Logistic Regression,0.06582768635043562,0.39037433155080214
Logistic Regression,0.06679574056147145,0.39037433155080214
Logistic Regression,0.06679574056147145,0.40106951871657753
Logistic Regression,0.06776379477250725,0.40106951871657753
Logistic Regression,0.06776379477250725,0.4037433155080214
Logistic Regression,0.06873184898354308,0.4037433155080214
Logistic Regression,0.06873184898354308,0.40641711229946526
Logistic Regression,0.07260406582768635,0.40641711229946526
Logistic Regression,0.07260406582768635,0.4117647058823529
Logistic Regression,0.07357212003872217,0.4117647058823529
Logistic Regression,0.07357212003872217,0.41711229946524064
Logistic Regression,0.07454017424975799,0.41711229946524064
Logistic Regression,0.07454017424975799,0.42245989304812837
Logistic Regression,0.0755082284607938,0.42245989304812837
Logistic Regression,0.0755082284607938,0.42780748663101603
Logistic Regression,0.07744433688286544,0.42780748663101603
Logistic Regression,0.07744433688286544,0.4385026737967914
Logistic Regression,0.07938044530493708,0.4385026737967914
Logistic Regression,0.07938044530493708,0.446524064171123
Logistic Regression,0.08131655372700872,0.446524064171123
Logistic Regression,0.08131655372700872,0.45454545454545453
Logistic Regression,0.08228460793804453,0.45454545454545453
Logistic Regression,0.08228460793804453,0.4572192513368984
Logistic Regression,0.08325266214908035,0.4572192513368984
Logistic Regression,0.08325266214908035,0.46524064171123
Logistic Regression,0.08615682478218781,0.46524064171123
Logistic Regression,0.08615682478218781,0.4679144385026738
Logistic Regression,0.08809293320425944,0.4679144385026738
